time_bins,mean_CPU_usage_rate,canonical_memory_usage,assigned_memory_usage,unmapped_page_cache_memory_usage,total_page_cache_memory_usage,mean_disk_I/O_time,mean_local_disk_space_used,cycles_per_instruction,memory_accesses_per_instruction,sampled_CPU_usage,maximum_memory_usage,maximum_CPU_usage,maximum_disk_IO_time
1970-01-07 03:05:00,2197.180175382965,2646.929438183103,3356.2776028995327,327.4071014388174,830.8624228741236,407.6605008057724,11.797550448706744,486126.18649999605,1638.5568756009939,1154.127798826713,0.7686,1.484,1.072
1970-01-07 03:10:00,2269.019400683994,2634.0610842871674,3337.8537981995114,322.5255835722187,824.8860940171145,475.83675895716067,11.59684250010472,478238.4737000003,1628.4342488289928,1241.871491973505,0.7686,1.641,0.9902
1970-01-07 03:15:00,2042.4502665106847,2617.03299740716,3316.8715197196257,321.3416168144199,823.2195652225065,387.8270366534666,11.593394624804851,464101.50619999884,1584.3443869149744,1070.7244739176024,0.7686,3.594,1.139
1970-01-07 03:20:00,2151.7226316520178,2629.502535171125,3333.546821769598,321.2647006893205,824.7704807630963,454.4462600721573,11.625810345004597,492663.07759999874,1670.8611171889895,1154.8394755261959,0.7686,16.84,1.033
1970-01-07 03:25:00,2136.510045599997,2622.321405800157,3323.1820476996536,322.67077766581457,826.2031474328173,525.7738643564724,11.613699529304307,490767.24825999397,1662.5765597159716,1131.2728302914882,0.7686,2.508,1.1
1970-01-07 03:30:00,2114.67458962105,2605.293502309102,3304.8378447994464,322.8960572118092,827.3040641177215,471.02350454996224,11.630209609503586,496391.76269999996,1686.7739592779735,1144.9167106369018,0.7686,2.719,1.012
1970-01-07 03:35:00,2008.391387022972,2601.082631430836,3300.976867799526,322.251132021308,827.0865976138163,479.3053104368658,11.658176278802825,478451.7730000027,1624.658780834987,1068.7869983757028,0.7686,4.484,0.9277
1970-01-07 03:40:00,2113.258688029052,2613.6523193620737,3322.3535621994556,320.83453440480855,827.717745194434,409.3072656672692,11.748886290802814,491135.6866,1651.2894065169924,1173.2566877891002,0.7686,30.78,0.9619
1970-01-07 03:45:00,1965.9008606739867,2508.0589549531355,3213.517128799404,320.4066402496043,811.4029783885253,326.4263749423891,11.778909693401243,492147.9849999967,1641.634693656991,1036.0875567351973,0.7686,4.477,1.611
1970-01-07 03:50:00,1905.9849195378656,2509.408313704063,3215.137361699279,318.460924744509,812.3549567243973,281.0245565753498,11.722293405103139,492116.0251999949,1644.5871461419754,1004.9324564925091,0.7686,12.17,1.236
1970-01-07 03:55:00,2076.9833131708197,2543.057108144067,3249.62654189944,320.47521522411233,820.290454374392,482.4251318352835,11.713817251302352,512281.6719000009,1712.7823929629853,1042.1747843613055,0.7686,4.75,0.9121
1970-01-07 04:00:00,2030.749064875039,2544.501015228082,3245.886716599338,319.8871818546051,820.5143581201143,421.78642383518735,11.658669777104478,481363.35370000394,1624.8239904949783,988.1273942789995,0.7686,1.928,2.23
1970-01-07 04:05:00,2030.910367171,2547.85778557794,3260.752706799247,318.57734768740875,820.1683805781895,372.94606548297605,11.707117949503754,546940.2847999977,1835.8759952459798,1030.5658137741025,0.7686,5.406,1.127
1970-01-07 04:10:00,2250.475984608727,2582.90325937978,3298.1868578993954,315.77452910731245,818.007806425112,316.8001141117967,11.772788081104839,581916.7604999937,1945.4828078550056,1265.713393026214,0.7686,4.086,0.9482
1970-01-07 04:15:00,2129.4675609579967,2589.0337667070535,3294.290145999418,314.943726421013,814.6020717695993,295.9404818874646,11.687356627106162,478612.28299999173,1611.322694361992,1218.2856515175008,0.7686,2.062,0.9814
1970-01-07 04:20:00,2035.1833681801706,2561.595831856873,3270.754668333306,315.8812224026135,815.0546185454921,257.9100202253277,11.640793487104592,477304.09469999623,1607.3786624829913,1145.4754567411119,0.7686,1.869,1.145
1970-01-07 04:25:00,2275.253819083008,2594.279293976079,3305.148981573763,321.06884877983276,822.0026383516005,331.0056267734533,11.69660220120374,496962.5568000036,1666.9125327600136,1320.440128072187,0.7686,2.191,1.1
1970-01-07 04:30:00,2176.5097803460058,2585.510664208002,3293.1743317998407,318.84539766882335,817.4584959267016,331.24010734337224,11.67422665510578,509171.86900000024,1708.0569470119483,1203.0960779722814,0.7686,1.406,1.041
1970-01-07 04:35:00,2085.2995347590245,2574.9523567951414,3277.132540799541,317.6464313027334,815.2983578173071,354.9167873652804,11.687117581306268,482409.2233699985,1626.2314256830055,1132.0141670314003,0.8105,2.816,1.07
1970-01-07 04:40:00,2074.1694048930344,2593.111167155114,3298.6523865393438,319.88449656651824,819.3027679944091,252.1070572274443,11.74614116850575,488679.20849999867,1653.1772939929774,1096.8200276906864,0.8701,1.605,0.9883
1970-01-07 04:45:00,2044.2982831090324,2597.6638164450687,3308.9999527493524,321.53895402813447,820.6999193478026,250.570476943467,11.731257463006457,491725.65910000005,1660.303456081948,1063.2583741388005,0.8848,1.621,0.9492
1970-01-07 04:50:00,2005.0008824137356,2594.960597640789,3306.390206715224,320.51031573562796,819.6557466624139,270.81547527336716,11.689412791905449,492290.1573000048,1665.5774110579866,1023.584670698616,0.8809,1.656,0.8076
1970-01-07 04:55:00,2002.8069113554122,2601.6029557228435,3321.960006199324,322.9515321299184,824.2833295985923,309.72706985557534,11.731201518104564,602938.6557999958,2026.4858347049678,1013.5609856145056,0.8838,2.238,0.9863
1970-01-07 05:00:00,2036.6633943850168,2595.0720225244686,3308.7853140494854,322.28876646321623,820.9434722938216,288.8942476030678,11.748397214204,523356.9467999891,1765.5389697509927,1039.7312635017943,0.8809,1.715,1.115
1970-01-07 05:05:00,2005.294911726002,2603.847623756091,3319.7809637695264,322.56559419121976,821.6734457486979,275.0242663366251,11.808692896903558,490294.83750000934,1650.1812586129993,1025.138008115507,0.8809,11.7,0.7256
1970-01-07 05:10:00,2004.5181759857212,2601.0117666720994,3320.0859569292866,322.26142883802066,821.7684756408021,259.78851393386236,11.840274884704225,497749.3505000006,1677.7534428239687,1052.5019622464931,0.8809,7.055,0.7627
1970-01-07 05:15:00,2130.23750859504,2618.741685667083,3339.3505892493513,321.2394575135311,821.7317456101123,281.26698567987603,11.795405460504002,514949.41279999196,1729.5800229819554,1222.5935741560045,0.8809,2.957,0.8076
1970-01-07 05:20:00,2137.471270359058,2631.331738248778,3356.666038019416,317.85656001173265,819.5827954757939,232.4116083082571,11.808642862304056,562132.3620999989,1876.0954465299467,1267.1747962303236,0.8809,2.816,0.7061
1970-01-07 05:25:00,2208.9002307360092,2646.8271498053105,3371.4562759494493,318.4526091260152,820.8962104976139,245.47341184944736,11.83437225720397,610276.3503000038,2068.6043798319683,1310.0783567150118,0.8809,2.484,0.6836
1970-01-07 05:30:00,2115.685530173047,2637.9985918068,3354.5120065696224,317.71690061461675,818.3385218380856,246.55104734833654,11.913394151205853,505099.0790000055,1698.6029122349835,1214.0246668505933,0.8809,2.16,0.7734
1970-01-07 05:35:00,2125.7748611840266,2631.169958573166,3346.130411379607,315.27764424191304,815.2897424783948,335.95085888856846,11.948028008104707,495842.20030000206,1668.2721938910229,1152.5270294655022,0.8809,5.914,0.7891
1970-01-07 05:40:00,2129.842372916071,2639.3529414221357,3352.1056505597116,316.35251329691226,816.60132617098,330.4147633581632,11.99814280560304,491897.9994000047,1661.9556939879908,1176.1842659655108,0.8809,2.324,0.8652
1970-01-07 05:45:00,2084.7407318200176,2626.6463084051984,3334.2511375996987,314.5223156580203,814.267399539688,274.7186301332238,11.91768371760277,480693.2556999963,1630.609614495956,1156.913498699202,0.8809,8.297,0.9727
1970-01-07 05:50:00,2098.0423365220663,2625.9924116861343,3330.9674117997315,313.194559061517,814.2613542387886,274.7373010806298,11.888640923103123,476361.7061000007,1619.0371811809794,1175.1043165589047,0.8809,1.891,0.8604
1970-01-07 05:55:00,2141.5633929367323,2624.440601589177,3332.248779999675,318.4159614027256,820.8698630540858,257.3836043009332,11.889733074904337,495537.21939999115,1673.4493848879686,1272.9170241073061,0.8809,6.602,0.8311
1970-01-07 06:00:00,2071.522948745038,2607.561701005121,3315.5870412397153,317.05655277682,820.2893549178859,332.084640344465,11.862099266203522,488357.6109999982,1656.7866847789626,1160.515761332395,0.8809,3.688,0.9697
1970-01-07 06:05:00,2061.6946788940504,2590.08964474517,3298.8381461497675,313.3769327278097,816.3316807853948,353.61942052647765,11.885390157803435,492975.16379999934,1676.1687020799627,1164.2704133405014,0.8809,5.0,0.9902
1970-01-07 06:10:00,1995.244760372038,2572.025101490098,3278.811229999733,311.23213119961054,815.0662650330854,295.3720459338174,11.877714014302764,483908.20109999797,1641.0887701099737,1167.392734518696,0.8809,4.688,1.191
1970-01-07 06:15:00,2049.829323741051,2573.701345579834,3277.28927111965,308.1582951290095,810.8949669460884,281.05753723473094,11.831832927802544,483246.2489000008,1650.0365801089827,1270.745697795496,0.8809,2.492,1.053
1970-01-07 06:20:00,2071.2183878940646,2611.269747181083,3315.4637211897243,307.26517593171195,810.105181289068,275.5979401819209,11.981925738202778,485485.0384999974,1642.6057313779768,1285.629659134304,0.8809,2.609,1.223
1970-01-07 06:25:00,2093.9684919070423,2599.5998083771565,3300.657746795645,308.8037120201095,811.9938732147799,210.640411525624,11.904099776700425,480286.3313369953,1631.3831092819967,1305.9797722689038,0.8809,2.945,1.143
1970-01-07 06:30:00,2145.7858854370606,2570.7140277251865,3268.249126399645,305.01734511481845,797.6019783614784,176.77008968257405,11.878780636601656,471363.2720999995,1620.2465057679744,1243.7638286146052,0.7686,5.984,1.23
1970-01-07 06:35:00,2140.9365892390892,2639.2174212642262,3334.0068520996374,302.86936545501334,802.462297218403,230.53781676993017,11.811658934901068,455732.7280999975,1555.6632813279978,1180.7567789641091,0.8789,1.846,1.326
1970-01-07 06:40:00,2439.7402913330625,2747.935146093176,3453.213491899692,305.15500775220283,811.3489977890831,227.11375877302717,11.943845416901944,477380.1156999979,1621.766720924991,1434.9057850536985,0.7686,1.945,1.129
1970-01-07 06:45:00,2490.0257691730917,2749.2484595411565,3456.6216390997033,302.0560475342055,808.0630100007778,243.0438927277232,11.868130985700601,481724.9455000026,1631.1602797710034,1465.3098023890936,0.7686,4.211,1.133
1970-01-07 06:50:00,2392.6949208890146,2748.0774383411426,3457.23717354975,305.40097431630204,809.2834700727839,235.18643403632404,11.84874689560062,480097.2845999992,1628.0099258069974,1401.2867679330022,0.7686,2.117,1.189
1970-01-07 06:55:00,2393.4782405740393,2755.65187437321,3468.5359841998606,309.93630216320526,815.0201050400696,265.9450942152338,11.889999496201137,497231.4065999957,1685.0803219900126,1395.7992784992946,0.8301,1.523,1.057
1970-01-07 07:00:00,2386.345021313019,2767.7774584422773,3477.3687737758382,310.4626232002995,814.9916642010901,393.04795480926146,11.938605045601633,496472.32040000067,1688.180562860991,1352.7570030071822,0.8828,3.641,1.322
1970-01-07 07:05:00,2393.1618296780794,2749.8279424339607,3457.834249435734,309.7691243198015,813.7470803093659,296.52133014020444,12.01106384540247,501652.5035300087,1696.4983736859856,1390.6296260479803,0.8809,2.023,0.6572
1970-01-07 07:10:00,2253.7688573630794,2727.426664241224,3439.8766219996774,308.20104161810707,812.5080267950781,258.1215037395378,11.926633142003926,508486.78179999924,1741.7732196950144,1284.6919675726806,0.8779,3.789,0.6924
1970-01-07 07:15:00,2151.3923897150344,2720.1540361602465,3433.122456299891,305.1865623673046,808.936029649364,338.6528668642794,11.840807684704044,507438.50029999274,1728.8105728210066,1127.6472105466112,0.8779,2.281,0.7793
1970-01-07 07:20:00,2389.8803309840446,2688.9515113851257,3406.1778405997397,304.5653755738962,808.264551635466,384.09776514416507,11.767577047501666,519150.1519999989,1743.5033003619678,1413.6620821178858,0.8779,7.398,0.9268
